facility_code,issue_info,facility_name,patient_name,tel_num,patient_ssn,fax_num,disease_code,doctor_name,license_type,license_no,med_name_1,med_name_2,med_name_3,med_name_4,med_name_5,med_name_6,med_name_7,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,dose_7,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,days_1,days_2,days_3,days_4,days_5,days_6,days_7,med_usage,inject_in,inject_out,inject_name_1,inject_dose_1,inject_freq_1,inject_days_1,inject_name_2,inject_dose_2,inject_freq_2,inject_days_2,inject_name_3,inject_dose_3,inject_freq_3,inject_days_3,pharmacy_note,copay_code,valid_period,dispense_facility,change_note,pharmacist_name,dispense_amount,dispense_date
94010577,2024년 12월 31일 - 제 9405 호,광주한마음의원,황지호,062-456-7890,700926-2721945,062-456-7891,J00,양수빈,치과의사,제 74339 호,글리메피리드정2mg,클로르페니라민정4mg,세팔렉신캡슐500mg,이부프로펜정400mg,아목시실린캡슐500mg,로라타딘정10mg,,1정,1정,1캡슐,1정,1캡슐,1정,,1회,3회,3회,2회,3회,1회,,1일,1일,1일,1일,1일,1일,,매식간,[  ]원 내 조제,[✓]원 외 처방,비타민B12주사,1앰플,1회,1일,,,,,,,,,냉장보관,6,발급일부터 ( 7 )일간,,,,,
88262192,2024년 10월 29일 - 제 3610 호,부산가정의학과,서하린,051-234-5678,860322-2816874,051-234-5679,J03.9,문미래,의사,제 96098 호,아지스로마이신정250mg,로사르탄정50mg,,,,,,1정,1정,,,,,,1회,1회,,,,,,3일,3일,,,,,,매식후,[✓]원 내 조제,[  ]원 외 처방,온단세트론주사,1앰플,1회,1일,,,,,,,,,냉장보관,1,발급일부터 ( 14 )일간,,,,,
93251380,2025년 01월 08일 - 제 5670 호,제주한라의원,이다현,064-123-4567,791019-1338786,064-123-4568,Z00.0,최준서,의사,제 99496 호,프레드니솔론정5mg,판토프라졸정40mg,트리메부틴정100mg,,,,,1정,1정,1정,,,,,1회,1회,3회,,,,,7일,7일,7일,,,,,아침식후,[  ]원 내 조제,[✓]원 외 처방,비타민B12주사,1앰플,1회,1일,온단세트론주사,1앰플,1회,1일,트라넥삼산주사,1앰플,1회,1일,,1,발급일부터 ( 14 )일간,,,,,
96934127,2024년 01월 26일 - 제 1985 호,목포중앙의원,최준우,061-888-9999,600315-2574819,061-888-9990,E11.9,문도윤,한의사,제 90535 호,암로디핀정5mg,펙소페나딘정120mg,나프록센정250mg,암로디핀정10mg,타이레놀정500밀리그램,메트포르민정1000mg,레보플록사신정500mg,1정,1정,1정,1정,1정,1정,1정,1회,2회,2회,1회,3회,2회,1회,14일,14일,14일,14일,14일,14일,14일,아침저녁식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,3,발급일부터 ( 14 )일간,,,,,
62084339,2024년 07월 18일 - 제 9787 호,부천중앙의원,류민재,032-333-4444,610525-1182975,032-333-4445,E11.9,송서준,치과의사,제 62950 호,세티리진정10mg,로사르탄정50mg,세팔렉신캡슐500mg,아지스로마이신정250mg,클래리스로마이신정250mg,타이레놀정500밀리그램,돔페리돈정10mg,1정,1정,1캡슐,1정,1정,1정,1정,1회,1회,3회,1회,2회,3회,3회,5일,5일,5일,5일,5일,5일,5일,매식후,[  ]원 내 조제,[✓]원 외 처방,비타민C주사,1앰플,1회,1일,트라넥삼산주사,1앰플,1회,1일,,,,,,6,발급일부터 ( 3 )일간,,,,,
55791456,2025년 01월 17일 - 제 9464 호,세종스마일의원,송지우,044-777-8888,520511-2823831,044-777-8889,M54.5,강재원,한의사,제 78614 호,트리메부틴정100mg,메트포르민정500mg,암로디핀정5mg,판토프라졸정40mg,,,,1정,1정,1정,1정,,,,3회,2회,1회,1회,,,,3일,3일,3일,3일,,,,아침식후,[✓]원 내 조제,[  ]원 외 처방,메토클로프라미드주사,1앰플,1회,1일,,,,,,,,,,2,발급일부터 ( 14 )일간,,,,,
86344669,2024년 09월 24일 - 제 2213 호,대전연세의원,권준서,042-345-6789,600103-2763379,042-345-6780,J00,장서현,한의사,제 46934 호,메트포르민정1000mg,이부프로펜정400mg,메트포르민정500mg,,,,,1정,1정,1정,,,,,2회,2회,2회,,,,,14일,14일,14일,,,,,아침공복,[✓]원 내 조제,[  ]원 외 처방,온단세트론주사,1앰플,1회,1일,비타민C주사,1앰플,1회,1일,케토롤락주사,1앰플,1회,1일,,5,발급일부터 ( 14 )일간,,,,,
93082841,2024년 09월 21일 - 제 3946 호,청주오즈코딩의원,안현수,043-123-4567,680826-1483200,043-123-4568,J20.9,서지성,한의사,제 33917 호,시메티딘정400mg,아스피린정100mg,모사프리드정5mg,아목시실린캡슐500mg,이부프로펜정400mg,세티리진정10mg,,1정,1정,1정,1캡슐,1정,1정,,2회,1회,3회,3회,3회,1회,,7일,7일,7일,7일,7일,7일,,아침식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,빛을 피해 보관,3,발급일부터 ( 3 )일간,,,,,
21540371,2024년 12월 21일 - 제 953 호,안산연세의원,홍지현,031-444-5555,860226-1627462,031-444-5556,Z00.0,홍준서,한의사,제 37144 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,,발급일부터 ( 7 )일간,,,,,
45853330,2025년 03월 29일 - 제 4117 호,제주한라의원,권나은,064-123-4567,561220-1197914,064-123-4568,M54.5,문시우,의사,제 33102 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,4,발급일부터 ( 3 )일간,,,,,
68065415,2024년 03월 19일 - 제 4845 호,청주오즈코딩의원,전서현,043-123-4567,910308-2293600,043-123-4568,J06.9,안지우,의사,제 43557 호,덱사메타손정0.5mg,이부프로펜정400mg,펙소페나딘정120mg,아스피린정100mg,,,,1정,1정,1정,1정,,,,3회,3회,1회,1회,,,,2일,2일,2일,2일,,,,매식후,[✓]원 내 조제,[  ]원 외 처방,비타민B12주사,1앰플,1회,1일,,,,,,,,,빛을 피해 보관,1,발급일부터 ( 14 )일간,,,,,
58445187,2025년 04월 09일 - 제 7422 호,광주한마음의원,임지유,062-456-7890,580725-2110930,062-456-7891,E11.9,이하은,치과의사,제 11067 호,오메프라졸캡슐20mg,암로디핀정5mg,독시사이클린캡슐100mg,아목시실린캡슐250mg,덱사메타손정0.5mg,판토프라졸정40mg,,1캡슐,1정,1캡슐,1캡슐,1정,1정,,1회,1회,1회,3회,3회,1회,,5일,5일,5일,5일,5일,5일,,아침공복,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,,발급일부터 ( 30 )일간,,,,,
99013554,2024년 01월 16일 - 제 5981 호,대전연세의원,전지훈,042-345-6789,581103-1930844,042-345-6780,R51,조서준,의사,제 92646 호,아목시실린캡슐250mg,모사프리드정5mg,이부프로펜정400mg,세팔렉신캡슐500mg,레보세티리진정5mg,로사르탄정50mg,암로디핀정5mg,1캡슐,1정,1정,1캡슐,1정,1정,1정,3회,3회,2회,3회,1회,1회,1회,1일,1일,1일,1일,1일,1일,1일,매식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,냉장보관,4,발급일부터 ( 7 )일간,,,,,
91456974,2024년 06월 04일 - 제 3434 호,인천중앙의원,권민호,032-567-8901,960720-1127617,032-567-8902,J31.0,문승현,치과의사,제 16850 호,독시사이클린캡슐100mg,클래리스로마이신정250mg,로라타딘정10mg,아목시실린캡슐250mg,프레드니솔론정5mg,돔페리돈정10mg,,1캡슐,1정,1정,1캡슐,1정,1정,,1회,2회,1회,3회,2회,3회,,7일,7일,7일,7일,7일,7일,,매식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,냉장보관,,발급일부터 ( 3 )일간,,,,,
68245530,2025년 08월 25일 - 제 5801 호,대전연세의원,고지호,042-345-6789,930508-1286148,042-345-6780,K92.1,문하린,한의사,제 53300 호,트리메부틴정100mg,로사르탄정50mg,클로르페니라민정4mg,,,,,1정,1정,1정,,,,,3회,1회,3회,,,,,2일,2일,2일,,,,,매식간,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,빛을 피해 보관,1,발급일부터 ( 14 )일간,,,,,
50678580,2024년 07월 10일 - 제 5250 호,울산바른의원,황지훈,052-890-1234,630817-1380222,052-890-1235,R51,안수연,의사,제 41357 호,암로디핀정10mg,로사르탄정50mg,,,,,,1정,1정,,,,,,1회,1회,,,,,,7일,7일,,,,,,매식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,냉장보관,4,발급일부터 ( 14 )일간,,,,,
62993509,2024년 06월 19일 - 제 3735 호,수원365의원,정서윤,031-678-9012,760912-1515149,031-678-9013,M54.5,송현우,한의사,제 18250 호,메트포르민정1000mg,레보세티리진정5mg,이부프로펜정400mg,글리메피리드정2mg,암로디핀정10mg,나프록센정250mg,아지스로마이신정250mg,1정,1정,1정,1정,1정,1정,1정,2회,1회,2회,1회,1회,3회,1회,30일,30일,30일,30일,30일,30일,30일,취침전,[✓]원 내 조제,[  ]원 외 처방,메토클로프라미드주사,1앰플,1회,1일,,,,,,,,,빛을 피해 보관,2,발급일부터 ( 14 )일간,,,,,
14360780,2024년 05월 25일 - 제 9083 호,부천중앙의원,임민호,032-333-4444,570910-2334848,032-333-4445,H10.9,송하준,의사,제 92109 호,아스피린정100mg,아목시실린캡슐250mg,나프록센정250mg,로사르탄정50mg,,,,1정,1캡슐,1정,1정,,,,1회,3회,2회,1회,,,,3일,3일,3일,3일,,,,아침공복,[  ]원 내 조제,[✓]원 외 처방,케토롤락주사,1앰플,1회,1일,,,,,,,,,냉장보관,,발급일부터 ( 14 )일간,,,,,
40248305,2024년 04월 30일 - 제 8005 호,강릉동인의원,최준우,033-999-0000,580124-2264369,033-999-0001,K92.1,송지호,의사,제 22515 호,오메프라졸캡슐20mg,아목시실린캡슐500mg,레보세티리진정5mg,세티리진정10mg,,,,1캡슐,1캡슐,1정,1정,,,,1회,3회,1회,1회,,,,1일,1일,1일,1일,,,,아침공복,[✓]원 내 조제,[  ]원 외 처방,부스코판주사,1앰플,1회,1일,리도카인주사,1앰플,1회,1일,덱사메타손주사,1앰플,1회,1일,,6,발급일부터 ( 14 )일간,,,,,
80395308,2024년 11월 25일 - 제 1234 호,인천중앙의원,고지민,032-567-8901,730520-2330472,032-567-8902,K92.1,최유진,치과의사,제 89689 호,클로르페니라민정4mg,암로디핀정5mg,아지스로마이신정250mg,,,,,1정,1정,1정,,,,,3회,1회,1회,,,,,5일,5일,5일,,,,,아침공복,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,2,발급일부터 ( 7 )일간,,,,,
60237501,2024년 05월 01일 - 제 235 호,광주한마음의원,황민호,062-456-7890,500823-2675484,062-456-7891,F41.1,윤민서,한의사,제 36755 호,덱사메타손정0.5mg,모사프리드정5mg,로라타딘정10mg,아목시실린캡슐250mg,로사르탄정50mg,클로르페니라민정4mg,,1정,1정,1정,1캡슐,1정,1정,,3회,3회,1회,3회,1회,3회,,5일,5일,5일,5일,5일,5일,,취침전,[✓]원 내 조제,[  ]원 외 처방,케토롤락주사,1앰플,1회,1일,리도카인주사,1앰플,1회,1일,부스코판주사,1앰플,1회,1일,,,발급일부터 ( 7 )일간,,,,,
36121725,2025년 06월 03일 - 제 1087 호,세종스마일의원,양지훈,044-777-8888,531113-2146790,044-777-8889,Z00.0,황준우,한의사,제 47004 호,타이레놀정500밀리그램,클로르페니라민정4mg,메트포르민정500mg,메트포르민정1000mg,독시사이클린캡슐100mg,레보세티리진정5mg,세티리진정10mg,1정,1정,1정,1정,1캡슐,1정,1정,2회,3회,2회,2회,2회,1회,1회,30일,30일,30일,30일,30일,30일,30일,"매식(전,간,후) 30분 복용",[✓]원 내 조제,[  ]원 외 처방,비타민B12주사,1앰플,1회,1일,,,,,,,,,,1,발급일부터 ( 7 )일간,,,,,
44911335,2024년 11월 30일 - 제 515 호,광주한마음의원,이서현,062-456-7890,860306-1248105,062-456-7891,J45.9,이지우,한의사,제 53918 호,독시사이클린캡슐100mg,메트포르민정1000mg,아스피린정100mg,트리메부틴정100mg,클로르페니라민정4mg,,,1캡슐,1정,1정,1정,1정,,,2회,2회,1회,3회,3회,,,14일,14일,14일,14일,14일,,,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[✓]원 외 처방,메토클로프라미드주사,1앰플,1회,1일,페니라민주사,1앰플,1회,1일,,,,,,6,발급일부터 ( 3 )일간,,,,,
11279867,2024년 02월 25일 - 제 6902 호,울산바른의원,류수빈,052-890-1234,500810-1462238,052-890-1235,K92.1,홍나은,의사,제 22736 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[✓]원 내 조제,[  ]원 외 처방,생리식염수주사,1앰플,1회,1일,덱사메타손주사,1앰플,1회,1일,메토클로프라미드주사,1앰플,1회,1일,빛을 피해 보관,3,발급일부터 ( 7 )일간,,,,,
93145324,2024년 02월 12일 - 제 5138 호,수원메디컬의원,백도현,031-222-3333,740723-2549304,031-222-3334,L23.9,정지유,의사,제 54981 호,레보플록사신정500mg,,,,,,,1정,,,,,,,1회,,,,,,,3일,,,,,,,자기전,[✓]원 내 조제,[  ]원 외 처방,덱사메타손주사,1앰플,1회,1일,케토롤락주사,1앰플,1회,1일,트라넥삼산주사,1앰플,1회,1일,,6,발급일부터 ( 7 )일간,,,,,
67665878,2024년 09월 05일 - 제 4896 호,강릉동인의원,전유진,033-999-0000,540702-1306528,033-999-0001,F41.1,정현우,의사,제 44704 호,클로르페니라민정4mg,덱사메타손정0.5mg,글리메피리드정2mg,나프록센정250mg,시메티딘정400mg,아지스로마이신정250mg,암로디핀정10mg,1정,1정,1정,1정,1정,1정,1정,3회,3회,1회,2회,2회,1회,1회,7일,7일,7일,7일,7일,7일,7일,아침공복,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,,발급일부터 ( 7 )일간,,,,,
75075855,2025년 08월 10일 - 제 9638 호,창원성심의원,강혜린,055-555-6666,960911-1555602,055-555-6667,K29.7,박지현,한의사,제 26007 호,아목시실린캡슐250mg,프레드니솔론정5mg,로사르탄정50mg,클래리스로마이신정250mg,,,,1캡슐,1정,1정,1정,,,,3회,2회,1회,2회,,,,3일,3일,3일,3일,,,,취침전,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,빛을 피해 보관,4,발급일부터 ( 14 )일간,,,,,
35782806,2025년 07월 29일 - 제 7903 호,전주사랑의원,전서윤,063-901-2345,570315-2243208,063-901-2346,I10,황준혁,한의사,제 77342 호,메트포르민정1000mg,,,,,,,1정,,,,,,,2회,,,,,,,30일,,,,,,,매식전,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,1,발급일부터 ( 7 )일간,,,,,
12587414,2025년 04월 12일 - 제 2081 호,인천중앙의원,심민재,032-567-8901,651109-1516078,032-567-8902,J06.9,장민호,한의사,제 29849 호,메트포르민정500mg,로사르탄정50mg,세티리진정10mg,덱사메타손정0.5mg,트리메부틴정100mg,,,1정,1정,1정,1정,1정,,,2회,1회,1회,3회,3회,,,2일,2일,2일,2일,2일,,,"매식(전,간,후) 30분 복용",[✓]원 내 조제,[  ]원 외 처방,메토클로프라미드주사,1앰플,1회,1일,비타민B12주사,1앰플,1회,1일,리도카인주사,1앰플,1회,1일,,1,발급일부터 ( 14 )일간,,,,,
85353154,2024년 12월 23일 - 제 669 호,목포중앙의원,오서윤,061-888-9999,521128-1324467,061-888-9990,K29.7,박성민,의사,제 23407 호,암로디핀정5mg,클래리스로마이신정250mg,암로디핀정10mg,시메티딘정400mg,세티리진정10mg,,,1정,1정,1정,1정,1정,,,1회,2회,1회,2회,1회,,,3일,3일,3일,3일,3일,,,매식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,5,발급일부터 ( 7 )일간,,,,,
35760453,2024년 07월 15일 - 제 7594 호,안산연세의원,서준서,031-444-5555,820605-2794646,031-444-5556,R51,양예린,의사,제 48697 호,로사르탄정50mg,,,,,,,1정,,,,,,,1회,,,,,,,1일,,,,,,,아침저녁식후,[✓]원 내 조제,[  ]원 외 처방,메토클로프라미드주사,1앰플,1회,1일,페니라민주사,1앰플,1회,1일,생리식염수주사,1앰플,1회,1일,빛을 피해 보관,6,발급일부터 ( 3 )일간,,,,,
75604045,2024년 09월 28일 - 제 3133 호,대전선병원의원,백승현,042-111-2222,760415-2616169,042-111-2223,J20.9,최지성,치과의사,제 75159 호,로라타딘정10mg,암로디핀정5mg,프레드니솔론정5mg,암로디핀정10mg,타이레놀정500밀리그램,판토프라졸정40mg,,1정,1정,1정,1정,1정,1정,,1회,1회,3회,1회,3회,1회,,14일,14일,14일,14일,14일,14일,,매식전,[  ]원 내 조제,[✓]원 외 처방,생리식염수주사,1앰플,1회,1일,케토롤락주사,1앰플,1회,1일,리도카인주사,1앰플,1회,1일,,1,발급일부터 ( 14 )일간,,,,,
60357199,2025년 07월 15일 - 제 9532 호,대구미래의원,김하은,053-789-0123,890301-1107517,053-789-0124,K21.0,송성민,치과의사,제 57469 호,아목시실린캡슐500mg,모사프리드정5mg,클래리스로마이신정250mg,이부프로펜정400mg,판토프라졸정40mg,,,1캡슐,1정,1정,1정,1정,,,3회,3회,2회,2회,1회,,,7일,7일,7일,7일,7일,,,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,냉장보관,,발급일부터 ( 14 )일간,,,,,
89473074,2025년 12월 12일 - 제 3195 호,창원성심의원,허성준,055-555-6666,820614-1812707,055-555-6667,G43.9,문소연,치과의사,제 59762 호,암로디핀정5mg,독시사이클린캡슐100mg,,,,,,1정,1캡슐,,,,,,1회,1회,,,,,,3일,3일,,,,,,"매식(전,간,후) 30분 복용",[✓]원 내 조제,[  ]원 외 처방,부스코판주사,1앰플,1회,1일,케토롤락주사,1앰플,1회,1일,,,,,,5,발급일부터 ( 7 )일간,,,,,
71237340,2024년 04월 26일 - 제 520 호,대구미래의원,신민서,053-789-0123,660328-1294184,053-789-0124,K35.9,장준우,의사,제 27571 호,이부프로펜정400mg,글리메피리드정2mg,오메프라졸캡슐20mg,펙소페나딘정120mg,암로디핀정5mg,,,1정,1정,1캡슐,1정,1정,,,3회,1회,1회,2회,1회,,,7일,7일,7일,7일,7일,,,아침식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,1,발급일부터 ( 14 )일간,,,,,
62431961,2025년 01월 17일 - 제 4884 호,세종스마일의원,신하영,044-777-8888,501109-2506904,044-777-8889,Z00.0,송나은,의사,제 93695 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[✓]원 외 처방,비타민C주사,1앰플,1회,1일,비타민B12주사,1앰플,1회,1일,온단세트론주사,1앰플,1회,1일,,,발급일부터 ( 14 )일간,,,,,
91841152,2025년 06월 10일 - 제 2389 호,부산가정의학과,전예린,051-234-5678,850809-1162507,051-234-5679,K59.0,조서연,의사,제 48849 호,세팔렉신캡슐500mg,글리메피리드정2mg,세티리진정10mg,프레드니솔론정5mg,레보세티리진정5mg,암로디핀정5mg,메트포르민정1000mg,1캡슐,1정,1정,1정,1정,1정,1정,3회,1회,1회,1회,1회,1회,2회,30일,30일,30일,30일,30일,30일,30일,매식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,5,발급일부터 ( 7 )일간,,,,,
68478780,2025년 12월 28일 - 제 6103 호,부산가정의학과,이현수,051-234-5678,910310-1673676,051-234-5679,J00,안준혁,한의사,제 96020 호,클로르페니라민정4mg,,,,,,,1정,,,,,,,3회,,,,,,,2일,,,,,,,매식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,냉장보관,2,발급일부터 ( 7 )일간,,,,,
29078045,2025년 12월 03일 - 제 4009 호,광주한마음의원,손승현,062-456-7890,990218-2208398,062-456-7891,K35.9,조재원,의사,제 30216 호,판토프라졸정40mg,세티리진정10mg,세팔렉신캡슐500mg,,,,,1정,1정,1캡슐,,,,,1회,1회,3회,,,,,2일,2일,2일,,,,,자기전,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,2,발급일부터 ( 30 )일간,,,,,
29427375,2025년 03월 14일 - 제 7933 호,청주오즈코딩의원,백도현,043-123-4567,800816-2576068,043-123-4568,K92.1,양승현,한의사,제 83273 호,프레드니솔론정5mg,덱사메타손정0.5mg,,,,,,1정,1정,,,,,,2회,3회,,,,,,3일,3일,,,,,,취침전,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,빛을 피해 보관,,발급일부터 ( 14 )일간,,,,,
90198915,2025년 06월 20일 - 제 3318 호,목포중앙의원,임도현,061-888-9999,901226-2615421,061-888-9990,J20.9,양지민,한의사,제 11409 호,트리메부틴정100mg,레보세티리진정5mg,독시사이클린캡슐100mg,,,,,1정,1정,1캡슐,,,,,3회,1회,2회,,,,,5일,5일,5일,,,,,아침식후,[✓]원 내 조제,[  ]원 외 처방,생리식염수주사,1앰플,1회,1일,리도카인주사,1앰플,1회,1일,덱사메타손주사,1앰플,1회,1일,빛을 피해 보관,6,발급일부터 ( 7 )일간,,,,,
25515964,2025년 01월 29일 - 제 9804 호,부천중앙의원,권지성,032-333-4444,630125-2762184,032-333-4445,J06.9,양태양,의사,제 75453 호,모사프리드정5mg,오메프라졸캡슐20mg,세팔렉신캡슐500mg,독시사이클린캡슐100mg,,,,1정,1캡슐,1캡슐,1캡슐,,,,3회,1회,3회,1회,,,,5일,5일,5일,5일,,,,매식후,[✓]원 내 조제,[  ]원 외 처방,덱사메타손주사,1앰플,1회,1일,,,,,,,,,,5,발급일부터 ( 3 )일간,,,,,
93370722,2025년 09월 20일 - 제 8892 호,서울내과의원,류다은,02-1234-5678,700612-1684631,02-1234-5679,J31.0,황준우,치과의사,제 69628 호,펙소페나딘정120mg,,,,,,,1정,,,,,,,2회,,,,,,,30일,,,,,,,취침전,[✓]원 내 조제,[  ]원 외 처방,트라넥삼산주사,1앰플,1회,1일,리도카인주사,1앰플,1회,1일,부스코판주사,1앰플,1회,1일,,5,발급일부터 ( 30 )일간,,,,,
51093682,2024년 08월 08일 - 제 9513 호,울산바른의원,장준혁,052-890-1234,670714-1813725,052-890-1235,E11.9,장현우,치과의사,제 96740 호,모사프리드정5mg,로라타딘정10mg,돔페리돈정10mg,레보세티리진정5mg,클래리스로마이신정250mg,,,1정,1정,1정,1정,1정,,,3회,1회,3회,1회,2회,,,3일,3일,3일,3일,3일,,,매식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,1,발급일부터 ( 30 )일간,,,,,
19096745,2025년 10월 23일 - 제 253 호,전주사랑의원,임도현,063-901-2345,821001-1733988,063-901-2346,E11.9,정유진,한의사,제 36418 호,덱사메타손정0.5mg,나프록센정250mg,로사르탄정50mg,아목시실린캡슐500mg,,,,1정,1정,1정,1캡슐,,,,3회,2회,1회,3회,,,,2일,2일,2일,2일,,,,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[✓]원 외 처방,페니라민주사,1앰플,1회,1일,온단세트론주사,1앰플,1회,1일,,,,,,1,발급일부터 ( 14 )일간,,,,,
82940494,2025년 05월 11일 - 제 1502 호,대전연세의원,양채원,042-345-6789,910817-1416559,042-345-6780,K59.0,서민준,치과의사,제 91166 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,6,발급일부터 ( 14 )일간,,,,,
40912782,2024년 11월 05일 - 제 5261 호,부천중앙의원,허하준,032-333-4444,660515-2811669,032-333-4445,F41.1,양지민,치과의사,제 35616 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,4,발급일부터 ( 7 )일간,,,,,
48720383,2024년 08월 05일 - 제 7104 호,광주한마음의원,서서윤,062-456-7890,700127-1387745,062-456-7891,J06.9,윤하린,치과의사,제 11556 호,시메티딘정400mg,레보플록사신정500mg,아스피린정100mg,,,,,1정,1정,1정,,,,,2회,1회,1회,,,,,2일,2일,2일,,,,,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,6,발급일부터 ( 7 )일간,,,,,
26592182,2024년 12월 26일 - 제 1975 호,수원365의원,임다현,031-678-9012,620901-1791551,031-678-9013,J18.9,조재원,치과의사,제 96821 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[✓]원 외 처방,메토클로프라미드주사,1앰플,1회,1일,,,,,,,,,,5,발급일부터 ( 14 )일간,,,,,
29995737,2025년 05월 01일 - 제 5156 호,천안보훈의원,홍예린,041-666-7777,760109-2276866,041-666-7778,J20.9,홍채원,한의사,제 62571 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[✓]원 내 조제,[  ]원 외 처방,생리식염수주사,1앰플,1회,1일,,,,,,,,,,,발급일부터 ( 7 )일간,,,,,
91397760,2025년 06월 10일 - 제 5178 호,수원365의원,정현준,031-678-9012,830528-2838955,031-678-9013,J06.9,권다현,한의사,제 75394 호,세티리진정10mg,덱사메타손정0.5mg,아목시실린캡슐250mg,,,,,1정,1정,1캡슐,,,,,1회,3회,3회,,,,,14일,14일,14일,,,,,매식간,[✓]원 내 조제,[  ]원 외 처방,생리식염수주사,1앰플,1회,1일,페니라민주사,1앰플,1회,1일,,,,,,4,발급일부터 ( 3 )일간,,,,,
10653201,2025년 07월 17일 - 제 9728 호,울산바른의원,최예준,052-890-1234,960220-1278748,052-890-1235,J20.9,권채원,한의사,제 52726 호,아목시실린캡슐250mg,로라타딘정10mg,시메티딘정400mg,아스피린정100mg,암로디핀정5mg,독시사이클린캡슐100mg,,1캡슐,1정,1정,1정,1정,1캡슐,,3회,1회,2회,1회,1회,2회,,30일,30일,30일,30일,30일,30일,,취침전,[✓]원 내 조제,[  ]원 외 처방,덱사메타손주사,1앰플,1회,1일,메토클로프라미드주사,1앰플,1회,1일,,,,,,2,발급일부터 ( 30 )일간,,,,,
60659779,2025년 10월 29일 - 제 6659 호,부천중앙의원,김현우,032-333-4444,880526-2481697,032-333-4445,R51,안지성,한의사,제 96096 호,클래리스로마이신정250mg,암로디핀정5mg,세티리진정10mg,레보플록사신정500mg,모사프리드정5mg,타이레놀정500밀리그램,,1정,1정,1정,1정,1정,1정,,2회,1회,1회,1회,3회,2회,,5일,5일,5일,5일,5일,5일,,매식간,[✓]원 내 조제,[  ]원 외 처방,비타민C주사,1앰플,1회,1일,덱사메타손주사,1앰플,1회,1일,생리식염수주사,1앰플,1회,1일,빛을 피해 보관,3,발급일부터 ( 30 )일간,,,,,
36609791,2025년 03월 26일 - 제 8649 호,세종스마일의원,김수빈,044-777-8888,951219-1107028,044-777-8889,J20.9,서성민,치과의사,제 74075 호,이부프로펜정400mg,나프록센정250mg,프레드니솔론정5mg,로사르탄정50mg,로라타딘정10mg,돔페리돈정10mg,,1정,1정,1정,1정,1정,1정,,2회,2회,1회,1회,1회,3회,,7일,7일,7일,7일,7일,7일,,아침식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,1,발급일부터 ( 3 )일간,,,,,
30167602,2025년 10월 27일 - 제 6593 호,제주한라의원,송시우,064-123-4567,690426-1783933,064-123-4568,E11.9,양현수,의사,제 24120 호,세티리진정10mg,독시사이클린캡슐100mg,글리메피리드정2mg,,,,,1정,1캡슐,1정,,,,,1회,1회,1회,,,,,14일,14일,14일,,,,,아침공복,[✓]원 내 조제,[  ]원 외 처방,케토롤락주사,1앰플,1회,1일,,,,,,,,,,,발급일부터 ( 30 )일간,,,,,
